db_id,question,query,generated_query,res_gt,res_pred,hard_label,soft_label,partial_label,hardness,lang,process_time
ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit,"Was waren die Gesamtausgaben für Renten 2022 in Franken, wie verteilten sie sich auf die Rentenarten, auf wieviele Renten jeweils und was kam dabei als durchschnittliche Rente heraus? Ordne das Ergebnis nach Anzahl der Renten.","SELECT rententyp,
  anzahl_renten AS renten_anzahl_2022,
  1000 * rentensumme_in_tausend_franken AS rentengesamt_ausgaben_in_CHF,
  renten_mittelwert_in_franken AS durchschnittliche_rente_in_CHF
FROM ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit WHERE jahr = 2022
  AND staatsangehorigkeit_kategorie = 'Staatsangehörigkeit - Total'
  AND geschlecht = 'Geschlecht - Total'
  AND wohnsitzstaat_kategorie = 'Wohnsitzstaat - Total'
ORDER BY anzahl_renten DESC;","SELECT rententyp, anzahl_renten, rentensumme_in_tausend_franken, renten_mittelwert_in_franken
FROM experiment.ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit
WHERE jahr = 2022
ORDER BY anzahl_renten ASC;","[('Altersrente', Decimal('2504898'), Decimal('3719763000'), Decimal('1485')), ('Witwer/Witwe', Decimal('181432'), Decimal('149534000'), Decimal('824')), ('Zusatzrente für Kinder (Vater)', Decimal('28922'), Decimal('18406000'), Decimal('636')), ('Waise (Vater)', Decimal('23486'), Decimal('14688000'), Decimal('625')), ('Zusatzrente für Ehepartner', Decimal('16234'), Decimal('1821000'), Decimal('112')), ('Waise (Mutter)', Decimal('7043'), Decimal('4163000'), Decimal('591')), ('Zusatzrente für Kinder (Mutter)', Decimal('2325'), Decimal('1351000'), Decimal('581')), ('Waise (doppelt)', Decimal('30'), Decimal('21000'), Decimal('707'))]","[('Zusatzrente für Ehepartner', Decimal('0'), Decimal('0'), Decimal('0')), ('Waise (doppelt)', Decimal('1'), Decimal('1'), Decimal('1124')), ('Waise (doppelt)', Decimal('1'), Decimal('0'), Decimal('228')), ('Waise (doppelt)', Decimal('1'), Decimal('0'), Decimal('424')), ('Waise (doppelt)', Decimal('2'), Decimal('1'), Decimal('326')), ('Waise (doppelt)', Decimal('2'), Decimal('1'), Decimal('676')), ('Waise (doppelt)', Decimal('3'), Decimal('1'), Decimal('450')), ('Waise (doppelt)', Decimal('3'), Decimal('1'), Decimal('218')), ('Waise (doppelt)', Decimal('4'), Decimal('1'), Decimal('269')), ('Waise (doppelt)', Decimal('4'), Decimal('2'), Decimal('444'))]",False,False,False,extra,de,9.140060478122903
ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit,Wie hoch war der Frauenanteil in prozent bei den Zusatzrenten für Ehepartner?,"SELECT
  ROUND(100 * SUM(CASE WHEN geschlecht = 'Frau'
       THEN anzahl_renten ELSE 0 END) /
   SUM(CASE WHEN geschlecht = 'Geschlecht - Total'
       THEN anzahl_renten ELSE 0 END)
  , 2) AS prozent_frauenanteil_bei_ehepartner_zusatzrenten
FROM ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit WHERE rententyp = 'Zusatzrente für Ehepartner'
  AND staatsangehorigkeit_kategorie = 'Staatsangehörigkeit - Total' AND wohnsitzstaat_kategorie = 'Wohnsitzstaat - Total';","SELECT (COUNT(*) FILTER (WHERE geschlecht = 'Frau') / COUNT(*)::float) * 100 AS frauenanteil_prozent
FROM experiment.ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit
WHERE rententyp = 'Zusatzrente für Ehepartner'","[(Decimal('99.41'),)]","[(33.33333333333333,)]",False,False,False,unknown,de,5.548650849144906
abstimmungsvorlagen_seit_1971,Welches waren die Themen der Volksabstimmungen in 2022?,"SELECT DISTINCT(T.thema)
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.jahr = '2022' AND anzahl_abstimmungsvorlagen != 0;","SELECT thema
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE jahr = 2022;","[('Aussenpolitik',), ('Bildung und Forschung',), ('Kultur, Religion, Medien',), ('Landwirtschaft',), ('Sozialpolitik',), ('Öffentliche Finanzen',)]","[('Staatsordnung',), ('Aussenpolitik',), ('Sicherheitspolitik',), ('Wirtschaft',), ('Landwirtschaft',), ('Öffentliche Finanzen',), ('Energie',), ('Verkehr und Infrastruktur',), ('Umwelt und Lebensraum',), ('Sozialpolitik',)]",False,False,False,medium,de,2.8681007239501923
abstimmungsvorlagen_seit_1971,In welchem Jahren gab es die Volksabstimmungen zum Thema Energie in der Schweiz?,"SELECT T.jahr
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.thema LIKE '%Energie%' AND anzahl_abstimmungsvorlagen != 0
ORDER BY jahr DESC;","SELECT DISTINCT jahr
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE thema = 'Energie'
AND spatialunit_uid LIKE '%.CH'","[(2017,), (2016,), (2003,), (2002,), (2001,), (2000,), (1990,), (1984,), (1983,), (1979,)]",[],False,False,False,extra,de,5.525348725961521
abstimmungsvorlagen_seit_1971,Welches Thema hatte die wenigsten Volksabstimmungen in den Jahren 1990 bis 2000?,"SELECT thema, SUM(anzahl_abstimmungsvorlagen) as vorlagen_pro_thema
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE' AND anzahl_abstimmungsvorlagen != 0
AND jahr BETWEEN 1990 AND 2000
GROUP BY thema
ORDER BY vorlagen_pro_thema ASC
LIMIT 1;","SELECT thema
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE jahr BETWEEN 1990 AND 2000
GROUP BY thema
ORDER BY COUNT(*) ASC
LIMIT 1;","[('Kultur, Religion, Medien', Decimal('2'))]","[('Umwelt und Lebensraum',)]",False,False,False,extra,de,3.9703159769997
abstimmungsvorlagen_seit_1971,Wann gab es die letzte Volksabstimmungen zum Thema Forschung?,"SELECT MAX(jahr) as jahr_letzte_abstimmung
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Forschung%';","SELECT MAX(jahr) AS letzte_volksabstimmung
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE thema = 'Forschung'","[(2022,)]","[(None,)]",False,False,False,hard,de,3.3411815259605646
abstimmungsvorlagen_seit_1971,Wieviele Abstimmungsvorlagen gab es im Jahr 2000?,"SELECT COUNT(*) as anzahl_abstimmungsvorlagen_im_jahr_2000
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE' AND T.jahr = 2000;","SELECT COUNT(*) 
FROM experiment.abstimmungsvorlagen_seit_1971 
WHERE jahr = 2000;","[(12,)]","[(12,)]",True,True,True,medium,de,2.466119695920497
abstimmungsvorlagen_seit_1971,Wieviele Volksabstimmungen gab es vor dem Jahr 2000 zum Thema Energie?,"SELECT SUM(anzahl_abstimmungsvorlagen) as anzahl_abstimmungen_energie
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Energie%'
AND jahr < 2000;","SELECT COUNT(*) 
FROM experiment.abstimmungsvorlagen_seit_1971 
WHERE jahr < 2000 AND thema = 'Energie';","[(Decimal('8'),)]","[(29,)]",False,False,False,hard,de,4.823002344928682
arztpraxen_ambulante_zentren,Wie hat sich das Verhàltnis Stellen zu Vollzeitàquivalenten bei den Schweizer Ärzten über die Jahre verändert?,"SELECT T.jahr,
  AVG(T.anzahl_beschaeftigte) / AVG(T.anzahl_vollzeitaquivalente) AS stellenanzahl_pro_vollzeit_aequivalent
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND LOWER(T.rechtsform) LIKE '%total%'
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT jahr, SUM(anzahl_beschaeftigte) AS stellen, SUM(anzahl_vollzeitaquivalente) AS vollzeitaquivalente
FROM experiment.arztpraxen_ambulante_zentren
GROUP BY jahr
ORDER BY jahr ASC","[(2017, Decimal('1.31477634731179036')), (2018, Decimal('1.33622287066475028')), (2019, Decimal('1.34829676547737058')), (2020, Decimal('1.35750062275363870')), (2021, Decimal('1.33861618923983391'))]","[(2017, Decimal('373864.1499999999975316'), Decimal('284354.79999999999828896')), (2018, Decimal('368172.1699999999974450'), Decimal('275532.03000000000018744')), (2019, Decimal('393413.1900000000042495'), Decimal('291781.29000000000302556')), (2020, Decimal('390626.4999999999997410'), Decimal('287754.30999999999873427')), (2021, Decimal('407016.7899999999993463'), Decimal('304057.80000000000035125'))]",False,False,False,unknown,de,8.306679792935029
arztpraxen_ambulante_zentren,Welche Rechtsform hatte einen Zuwachs an Ärzten zwischen 2017 und 2021 und wie gross war der Zuwachs?,"SELECT T.rechtsform,
  (SUM(CASE WHEN jahr = 2021 THEN T.anzahl_beschaeftigte ELSE 0 END) -
   SUM(CASE WHEN jahr = 2017 THEN T.anzahl_beschaeftigte ELSE 0 END)) as zuwachs_aerzte_2017_bis_2021
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
  AND LOWER(T.rechtsform) NOT LIKE '%total%'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND T.jahr IN (2017, 2021)
GROUP BY T.rechtsform;","SELECT 
    a.rechtsform,
    COUNT(*) AS zuwachs
FROM 
    experiment.arztpraxen_ambulante_zentren AS a
JOIN 
    experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE 
    a.jahr >= 2017 AND a.jahr <= 2021
GROUP BY 
    a.rechtsform
HAVING 
    COUNT(*) > 0
ORDER BY 
    zuwachs DESC;","[('Andere Rechtsform', Decimal('3434.4499999999998181')), ('Einzelunternehmen', Decimal('-1364.1399999999994179'))]","[('Einzelunternehmen', 2025), ('Andere Rechtsform', 2025), ('Rechtsform - Total', 2025)]",False,False,False,unknown,de,14.105534991016611
arztpraxen_ambulante_zentren,Welche drei Kanton hatten 2021 prozentual die meisten jungen Ärzte und Ärztinnen und wieviel Prozent waren es jeweils?,"SELECT S.name_de AS kanton,
  ROUND(100 * SUM(CASE WHEN LOWER(T.altersgruppe) LIKE '%unter%' THEN T.anzahl_beschaeftigte ELSE 0 END) /
        NULLIF(SUM(CASE WHEN LOWER(T.altersgruppe) LIKE '%total%' THEN T.anzahl_beschaeftigte ELSE 0 END), 0), 2)
        AS prozent_junge_arzte_und_arztinnen
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND LOWER(T.rechtsform) LIKE '%total%'
  AND T.jahr = 2021
GROUP BY S.name_de
ORDER BY prozent_junge_arzte_und_arztinnen DESC LIMIT 3;","SELECT 
    s.name AS kanton,
    COUNT(*) * 100.0 / (SELECT COUNT(*) FROM experiment.arztpraxen_ambulante_zentren WHERE jahr = 2021) AS prozent
FROM 
    experiment.arztpraxen_ambulante_zentren a
    JOIN experiment.spatial_unit s ON a.spatialunit_uid = s.spatialunit_uid
WHERE 
    a.altersgruppe = 'Unter 45 Jahre' AND a.jahr = 2021
GROUP BY 
    s.name
ORDER BY 
    prozent DESC
LIMIT 3;","[('Kanton Uri', Decimal('44.06')), ('Kanton Freiburg', Decimal('33.61')), ('Kanton Neuenburg', Decimal('30.67'))]","[('Canton of Schaffhausen', Decimal('0.74074074074074074074')), ('Canton Graubünden', Decimal('0.74074074074074074074')), ('Canton Thurgau', Decimal('0.74074074074074074074'))]",False,False,False,unknown,de,10.05191819788888
nationalratswahlen,In welchen Kantonen stand die Partei SVP 2019 nicht zur Wahl?,"SELECT S.name_de AS kanton_ohne_svp_2019
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.partei = 'SVP'
  AND T.jahr = 2019
  AND T.parteistarke_in_prozent IS NULL;","SELECT DISTINCT s.name_de
FROM experiment.spatial_unit s
WHERE s.canton = true
AND s.spatialunit_uid NOT IN (
    SELECT n.spatialunit_uid
    FROM experiment.nationalratswahlen n
    WHERE n.jahr = 2019
    AND n.partei = 'SVP'
)","[('Kanton Glarus',)]",[],False,False,False,unknown,de,10.728674913058056
nationalratswahlen,Welche Partei war 2019 prozentual am stàrksten in der Schweiz und wie stark war sie?,"SELECT T.partei AS staerkste_partei_2019, T.parteistarke_in_prozent
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.parteistarke_in_prozent IS NOT NULL AND T.jahr = 2019
ORDER BY T.parteistarke_in_prozent DESC LIMIT 1;","SELECT partei, parteistarke_in_prozent
FROM experiment.nationalratswahlen
WHERE jahr = 2019
ORDER BY parteistarke_in_prozent DESC
LIMIT 1;","[('SVP', Decimal('25.589999999999999858'))]","[('LPS', None)]",False,False,False,unknown,de,3.961019267095253
nationalratswahlen,Wann und in welchen Kantonen stand die Partei LEGA zur Wahl und welche Parteistärke hatte sie?,"SELECT S.name_de AS kanton, T.jahr, T.parteistarke_in_prozent AS parteienstaerke_Lega
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.partei = 'Lega'
  AND T.parteistarke_in_prozent IS NOT NULL
GROUP BY kanton, T.jahr, T.partei, T.parteistarke_in_prozent
ORDER BY jahr ASC;","SELECT nw.jahr, su.name_de, nw.parteistarke_in_prozent
FROM experiment.nationalratswahlen nw
JOIN experiment.spatial_unit su ON nw.spatialunit_uid = su.spatialunit_uid
WHERE nw.partei = 'Lega'","[('Kanton Tessin', 1991, Decimal('23.530000000000001137')), ('Kanton Tessin', 1995, Decimal('18.600000000000001421')), ('Kanton Tessin', 1999, Decimal('18.519999999999999574')), ('Kanton Tessin', 2003, Decimal('7.959999999999999964')), ('Kanton Tessin', 2007, Decimal('14.050000000000000711')), ('Kanton Tessin', 2011, Decimal('17.539999999999999147')), ('Kanton Tessin', 2015, Decimal('21.679999999999999716')), ('Kanton Tessin', 2019, Decimal('16.929999999999999716'))]","[(2019, 'Schweiz', Decimal('0.750000000000000000')), (2015, 'Schweiz', Decimal('1.000000000000000000')), (2011, 'Schweiz', Decimal('0.800000000000000044')), (2007, 'Schweiz', Decimal('0.579999999999999960')), (2003, 'Schweiz', Decimal('0.349999999999999978')), (1999, 'Schweiz', Decimal('0.880000000000000004')), (1995, 'Schweiz', Decimal('0.939999999999999947')), (1991, 'Schweiz', Decimal('1.379999999999999893')), (1987, 'Schweiz', None), (1983, 'Schweiz', None)]",False,False,False,unknown,de,4.565074936021119
median_strompreis_per_kanton,Welches sind die verschiedenen Stromverbrauchskategorien in der Schweiz?,"SELECT DISTINCT verbrauchskategorie, verbrauchskategorie_beschreibung
FROM median_strompreis_per_kanton ORDER BY verbrauchskategorie;","SELECT DISTINCT verbrauchskategorie
FROM experiment.median_strompreis_per_kanton","[('C1', ""8'000 kWh/Jahr: Kleinstbetrieb' max. beanspruchte Leistung: 8 kW""), ('C2', ""30'000 kWh/Jahr: Kleinbetrieb' max. beanspruchte Leistung: 15 kW""), ('C3', ""150'000 kWh/Jahr: Mittlerer Betrieb' max. beanspruchte Leistung: 50 kW""), ('C4', ""500'000 kWh/Jahr: Grosser Betrieb ' max. beanspruchte Leistung: 150 kW' Niederspannung""), ('C5', ""500'000 kWh/Jahr: Grosser Betrieb' max. beanspruchte Leistung: 150 kW' Mittelspannung' eigene Transformatorenstation""), ('C6', ""1'500'000 kWh/Jahr: Grosser Betrieb' max. beanspruchte Leistung: 400 kW' Mittelspannung' eigene Transformatorenstation""), ('C7', ""7'500'000 kWh/Jahr: Grosser Betrieb' max. beanspruchte Leistung: 1'630 kW' Mittelspannung' eigene Transformatorenstation""), ('H1', ""1'600 kWh/Jahr: 2-Zimmerwohnung mit Elektroherd""), ('H2', ""2'500 kWh/Jahr: 4-Zimmerwohnung mit Elektroherd""), ('H3', ""4'500 kWh/Jahr: 4-Zimmerwohnung mit Elektroherd und Elektroboiler"")]","[('C3',), ('C2',), ('H6',), ('H2',), ('C1',), ('C5',), ('H8',), ('H7',), ('H4',), ('C4',)]",False,False,True,medium,de,1.9823504940140992
median_strompreis_per_kanton,Wie haben sich die Standardstrompreise für kleine Unternehmen im Kanton Neuenburg zwischen 2017 und 2023 entwickelt?,"SELECT T.jahr, T.energieprodukt, T.verbrauchskategorie, T.mittlerer_preis_rappen_pro_kwh
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de LIKE '%Neuenburg%'
    AND S.canton = 'TRUE'
    AND T.jahr >= 2017
    AND T.jahr <= 2023
    AND T.energieprodukt = 'Standardprodukt'
    AND T.verbrauchskategorie_beschreibung LIKE '%Kleinbetrieb%'
ORDER BY T.jahr;","SELECT jahr, mittlerer_preis_rappen_pro_kwh
FROM experiment.median_strompreis_per_kanton
JOIN experiment.spatial_unit ON experiment.median_strompreis_per_kanton.spatialunit_uid = experiment.spatial_unit.spatialunit_uid
WHERE verbrauchskategorie = 'H2'
AND energieprodukt = 'Standardprodukt'
AND name = 'Neuenburg'
AND jahr BETWEEN 2017 AND 2023","[(2017, 'Standardprodukt', 'C2', Decimal('21.3087310000000016')), (2018, 'Standardprodukt', 'C2', Decimal('21.5199719999999992')), (2019, 'Standardprodukt', 'C2', Decimal('21.8101899999999986')), (2020, 'Standardprodukt', 'C2', Decimal('22.3767099999999992')), (2021, 'Standardprodukt', 'C2', Decimal('20.5634100000000011')), (2022, 'Standardprodukt', 'C2', Decimal('20.9526180000000011')), (2023, 'Standardprodukt', 'C2', Decimal('31.4710999999999999'))]",[],False,False,False,extra,de,7.003814061870799
median_strompreis_per_kanton,Wie viel zahle ich in CHF für 1000 kWh bei einer 2-Zimmer-Wohnung im Kanton Bern im Jahr 2017?,"SELECT T.verbrauchskategorie, T.verbrauchskategorie_beschreibung,
T.energieprodukt,
T.mittlerer_preis_rappen_pro_kwh * 1000 / 100 as preis_franken_fur_1000_kwh_bern_2017_2_zimmerwohnung
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de LIKE '%Bern%'
    AND S.canton = 'TRUE'
    AND T.jahr = 2017
    AND T.verbrauchskategorie_beschreibung LIKE '%2 - Zimmerwohnung%'
    AND T.verbrauchskategorie_grosse_kwh_pro_jahr >= 1000;","SELECT mittlerer_preis_rappen_pro_kwh * 10 AS preis_chf
FROM experiment.median_strompreis_per_kanton AS m
JOIN experiment.spatial_unit AS s ON m.spatialunit_uid = s.spatialunit_uid
WHERE verbrauchskategorie_beschreibung = '2-Zimmerwohnung mit Elektroherd und Tumbler (ohne Elektroboiler)'
AND s.name = 'Bern'
AND m.jahr = 2017",[],[],True,True,True,extra,de,7.957905245013535
staatsausgaben_nach_aufgabenbereichen_cofog,"Wie hoch ist der Anteil des Schweizer Budgets, der 2010 und 2020 für die Gesundheit ausgegeben wird?","SELECT jahr, SUM(prozent_der_gesamtausgaben) as prozent_der_gesamtausgaben_fur_gesundheitswesen
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE aufgabenbereich_cofog_grobgliederung = 'Gesundheitswesen'
    AND institutioneller_sektor = 'Staat'
    AND jahr <= 2020
    AND jahr >= 2010
GROUP BY jahr
ORDER BY jahr ASC;","SELECT SUM(ausgaben_in_mio_chf) AS gesundheit_ausgaben
FROM experiment.staatsausgaben_nach_aufgabenbereichen_cofog
WHERE aufgabenbereich_cofog_feingliederung = 'Gesundheit'
AND jahr IN (2010, 2020)","[(2010, Decimal('5.70000000000000040')), (2011, Decimal('5.89999999999999968')), (2012, Decimal('6.30000000000000038')), (2013, Decimal('6.30000000000000038')), (2014, Decimal('6.40000000000000002')), (2015, Decimal('6.30000000000000002')), (2016, Decimal('6.40000000000000002')), (2017, Decimal('6.40000000000000036')), (2018, Decimal('6.49999999999999961')), (2019, Decimal('6.60000000000000015'))]","[(None,)]",False,False,False,hard,de,9.778871058952063
staatsausgaben_nach_aufgabenbereichen_cofog,Welches waren die 3 grössten Ausgabenquellen des Bundes im Jahr 2021 und wie hoch waren diese?,"SELECT SUM(ausgaben_in_mio_chf) as ausgaben_in_mio_chf,
  aufgabenbereich_cofog_feingliederung as ausgaben_bereich_mit_den_hoechsten_ausgaben_2020
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE institutioneller_sektor = 'Bund' AND jahr = 2020
GROUP BY aufgabenbereich_cofog_feingliederung
ORDER BY SUM(ausgaben_in_mio_chf) DESC LIMIT 3;","SELECT aufgabenbereich_cofog_feingliederung, ausgaben_in_mio_chf
FROM experiment.staatsausgaben_nach_aufgabenbereichen_cofog
WHERE institutioneller_sektor = 'Bund' AND jahr = 2021
ORDER BY ausgaben_in_mio_chf DESC
LIMIT 3;","[(Decimal('13033'), 'Arbeitslosigkeit'), (Decimal('12887'), 'Alter'), (Decimal('10230'), 'Verkehr')]","[('Alter', Decimal('13183')), ('Verkehr', Decimal('10195')), ('Allgemeine Übertragungen an öffentliche Haushalte', Decimal('9431'))]",False,False,False,extra,de,5.668892863905057
staatsausgaben_nach_aufgabenbereichen_cofog,Welcher Anteil des Schweizer Budgets wird jedes Jahr in Sicherheit investiert?,"SELECT jahr, SUM(prozent_der_gesamtausgaben) as prozent_der_gesamtausgaben_fur_sicherheit
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE LOWER(aufgabenbereich_cofog_feingliederung) LIKE '%sicherheit%'
    AND institutioneller_sektor = 'Staat'
GROUP BY jahr
ORDER BY jahr ASC;","SELECT jahr, prozent_der_gesamtausgaben
FROM experiment.staatsausgaben_nach_aufgabenbereichen_cofog
WHERE aufgabenbereich_cofog_feingliederung = 'Sicherheit'","[(1995, Decimal('1.00000000000000000')), (1996, Decimal('1.00000000000000000')), (1997, Decimal('0.90000000000000002')), (1998, Decimal('1.00000000000000000')), (1999, Decimal('1.00000000000000000')), (2000, Decimal('1.00000000000000000')), (2001, Decimal('1.10000000000000009')), (2002, Decimal('1.00000000000000000')), (2003, Decimal('1.10000000000000009')), (2004, Decimal('1.10000000000000009'))]",[],False,False,False,unknown,de,9.56174590298906
